T1,T2,H1,H2,D1,D2,D3,D4
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone NIN,Prims SAM,Kat BRD,Sonja SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone NIN,Prims SAM,Sonja MCH,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja NIN,Prims SAM,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone NIN,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Prims SAM,Kat DNC,Sonja SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Kat BRD,Sonja MCH,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja MNK,Lloyd DRG,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Lloyd DRG,Kat DNC,Sonja RDM
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Livia NIN,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Blyze SCH,Celaena SGE,Livia NIN,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Celaena WHM,Blyze AST,Livia NIN,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Blyze WHM,Celaena SGE,Livia NIN,Sonja DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Livia AST,Celaena SGE,Blyze MNK,Sonja DNC,Arg SMN,Kat RDM
Prims DRK,Leone GNB,Livia AST,Celaena SGE,Blyze MNK,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Sonja DNC,Arg SMN,Kat RDM
Celaena PLD,Arg DRK,Kat WHM,Livia AST,Blyze MNK,Prims SAM,Sonja DNC,Leone RDM
Livia PLD,Arg DRK,Kat WHM,Celaena SGE,Blyze MNK,Prims SAM,Sonja DNC,Leone RDM
Livia PLD,Arg DRK,Kat AST,Celaena SGE,Blyze MNK,Prims SAM,Sonja DNC,Leone RDM
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Sonja MNK,Lloyd DRG,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Livia NIN,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Sonja BRD,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Livia NIN,Sonja MCH,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Livia NIN,Prims SAM,Kat BRD,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Kat BRD,Livia DNC,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Livia DRG,Prims SAM,Kat BRD,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia NIN,Kat BRD,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Prims SAM,Livia DNC,Arg SMN,Kat RDM
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Livia NIN,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Prims SAM,Livia DNC,Kat RDM
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Arg DRG,Prims SAM,Livia DNC,Kat RDM
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Livia DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Prims SAM,Livia DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Sonja NIN,Kat BRD,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Kat BRD,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja SAM,Kat DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja NIN,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja SAM,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Kat BRD,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Lloyd DRG,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Lloyd DRG,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Lloyd DRG,Kat BRD,Sonja SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Kat BRD,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Arg DRG,Kat DNC,Sonja SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Kat DNC,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Arg DRG,Sonja BRD,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Kat DNC,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja MCH,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Leone DRG,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Kat BRD,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Sonja BRD,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Sonja SAM,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Kat BRD,Sonja SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Sonja BRD,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Leone NIN,Sonja DNC,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja MCH,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Kat BRD,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Leone NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Kat DNC,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Kat DNC,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja BLM,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat DNC,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Lloyd DRG,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Kat BRD,Sonja BLM,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Sonja MCH,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Lloyd DRG,Kat BRD,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Kat DNC,Sonja BLM,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja BRD,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja NIN,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Arg DRG,Sonja MCH,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja NIN,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja BRD,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Leone NIN,Kat DNC,Sonja SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Sonja MCH,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja SAM,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Kat BRD,Sonja DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Sonja DNC,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Kat BRD,Sonja MCH,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Kat DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Leone NIN,Kat DNC,Sonja BLM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Leone DRG,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Arg SMN,Kat RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Arg DRG,Kat BRD,Sonja SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Sonja SAM,Kat BRD,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja NIN,Kat BRD,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Kat BRD,Sonja MCH,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Sonja DRG,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Lloyd DRG,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone MNK,Lloyd DRG,Kat DNC,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Leone NIN,Kat BRD,Sonja SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Kat BRD,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Sonja MNK,Lloyd DRG,Kat BRD,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone NIN,Kat BRD,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Arg DRG,Leone NIN,Kat DNC,Sonja RDM
Celaena PLD,Arg DRK,Kat WHM,Livia AST,Blyze DRG,Prims SAM,Sonja MCH,Leone RDM
Livia PLD,Arg DRK,Kat WHM,Celaena SGE,Blyze DRG,Prims SAM,Sonja MCH,Leone RDM
Livia PLD,Arg DRK,Kat AST,Celaena SGE,Blyze DRG,Prims SAM,Sonja MCH,Leone RDM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Blyze MNK,Livia NIN,Sonja MCH,Leone RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone MNK,Livia NIN,Sonja BRD,Kat RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone MNK,Livia NIN,Sonja BRD,Kat RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone DRG,Sonja NIN,Kat DNC,Arg SMN
Arg DRK,Leone GNB,Blyze AST,Celaena SGE,Sonja NIN,Prims SAM,Livia DNC,Kat RDM
Arg DRK,Leone GNB,Celaena WHM,Blyze SCH,Sonja NIN,Prims SAM,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Arg DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Sonja WAR,Blyze SCH,Livia AST,Leone MNK,Lloyd DRG,Kat BRD,Arg SMN
Prims PLD,Sonja WAR,Blyze SCH,Livia AST,Leone MNK,Lloyd DRG,Kat DNC,Arg SMN
Prims PLD,Sonja WAR,Blyze SCH,Livia AST,Lloyd DRG,Leone NIN,Kat DNC,Arg SMN
Prims PLD,Sonja WAR,Blyze SCH,Livia AST,Lloyd DRG,Kat DNC,Arg SMN,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Blyze DRG,Prims SAM,Kat DNC,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Lloyd DRG,Prims SAM,Kat DNC,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Blyze DRG,Prims SAM,Kat BRD,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Lloyd DRG,Blyze NIN,Kat DNC,Leone RDM
Arg DRK,Sonja GNB,Celaena WHM,Livia AST,Blyze MNK,Lloyd DRG,Kat DNC,Leone RDM
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Blyze MNK,Sonja DRG,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Sonja DRG,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Blyze MNK,Sonja DRG,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Blyze MNK,Sonja DRG,Livia DNC,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Blyze SCH,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja BRD,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Blyze SCH,Lloyd DRG,Sonja BRD,Arg SMN,Leone RDM
Livia DRK,Leone GNB,Blyze AST,Celaena SGE,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia DRK,Leone GNB,Celaena WHM,Blyze AST,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Blyze PLD,Leone GNB,Celaena WHM,Livia AST,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Celaena PLD,Leone GNB,Blyze SCH,Livia AST,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Blyze PLD,Leone GNB,Livia AST,Celaena SGE,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia DRK,Leone GNB,Blyze SCH,Celaena SGE,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Leone GNB,Blyze SCH,Celaena AST,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Leone GNB,Blyze WHM,Celaena AST,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Leone GNB,Blyze SCH,Celaena SGE,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Leone GNB,Celaena WHM,Blyze SCH,Arg DRG,Prims SAM,Sonja BRD,Kat RDM
Prims PLD,Leone GNB,Blyze WHM,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Celaena PLD,Leone GNB,Kat WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Leone GNB,Celaena WHM,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Leone GNB,Kat AST,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze SCH,Kat AST,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone DRG,Kat BRD,Livia DNC,Sonja RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone DRG,Kat BRD,Livia DNC,Sonja RDM
Celaena PLD,Prims DRK,Kat WHM,Livia AST,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Celaena AST,Leone MNK,Blyze SAM,Sonja BRD,Arg SMN
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Leone MNK,Livia DRG,Sonja BRD,Arg SMN
Arg DRK,Leone GNB,Blyze AST,Celaena SGE,Sonja MNK,Prims SAM,Livia DNC,Kat RDM
Arg DRK,Leone GNB,Celaena WHM,Blyze SCH,Sonja MNK,Prims SAM,Livia DNC,Kat RDM
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Arg DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Arg DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Arg DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Arg DRG,Blyze NIN,Livia DNC,Sonja RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone DRG,Kat BRD,Arg SMN,Sonja RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Livia DRK,Kat WHM,Celaena AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Livia DRK,Kat WHM,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Prims DRK,Kat WHM,Livia AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Blyze SCH,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Livia DRK,Blyze WHM,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Livia DRK,Blyze SCH,Kat AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
Celaena PLD,Livia DRK,Kat WHM,Blyze AST,Lloyd DRG,Sonja DNC,Arg SMN,Leone RDM
